Year;Ticker;ID_ISIN;Name;ESG;ENVIRONMENTAL;SOCIAL;GOVERNANCE;AIR_QUALITY;CLIMATE_EXPOS;ECOLOGICAL_IMPACT;ENERGY_MANAGEMENT;ENV_SPPLY_CHAIN_MGMT;GHG_EMISSIONS_MNGT;SUSTAINABLE_FINANCE;SUSTAINABLE_PRODUCT;WASTE_MANAGEMENT;WATER_MANAGEMENT;ACCESS_AFFORDABILITY;COMM_RIGHTS_RELATION;CUSTOMER_WELFARE;DATA_SEC_CSTMR_PRIVCY;ETHICS_COMPLIANCE;LABOR_EMPLYMNT_PRACT;MARKETING_LABELING;OHS_MGMT;OPERATION_RISK_MGMT;PRODUCT_QUALITY_MNGT;SOCIAL_SPPL_CHN_MGMT;BOD_DIRECTOR_ROLES;BOD_DIVERSITY;BOD_INDEPENDENCE;BOD_REFRESHMENT;INCENTIVE_STRUCTURE;PAY_PERFORMANCE;PAY_GOVERNANCE;DIRECTOR_VOTING;SHAREHOLDER_POLICIES;AUDIT_CMTE;AUDIT_OUTCOME;EXTERNAL_AUDITOR;SALES_REV_TURN;EBITDA;EBIT;PRETAX_INC;NET_INCOME;BS_TOT_ASSET;EARN_FOR_COMMON;TOT_COMMON_EQY;TOTAL_EQUITY;BS_LT_BORROW;IS_RD_EXPEND;BS_CUR_ASSET_REPORT;BS_CUR_LIAB;BS_SH_OUT;PX_LAST;BS_TOT_LIAB2;PFD_EQTY_HYBRID_CAPITAL;MINORITY_NONCONTROLLING_INTEREST;CURRENT_FULL_FISCAL_YEAR_END;EBIT_ON_ASSET;RETURN_ON_ASSET;RETURN_COM_EQY;TOBIN_Q_RATIO;SALES_GROWTH;LT_DEBT_TO_TOT_ASSET;RD_EXPEND_TO_NET_SALES;CUR_RATIO;BETA_RAW_OVERRIDABLE;GICS_SECTOR_NAME
2016;DOV UN Equity;US2600031080;Dover Corp;2,90;0,00;3,00;7,56;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3,00;#N/A N/A;3,00;#N/A N/A;6,57;3,39;10,00;4,92;8,52;8,86;9,51;9,09;6,97;9,49;10,00;6,58; $6.794.342.000,00 ; $1.075.185.000,00 ; $714.446.000,00 ; $689.332.000,00 ; $508.892.000,00 ; $10.115.991.000,00 ; $508.892.000,00 ; $3.799.746.000,00 ; $3.799.746.000,00 ; $3.206.637.000,00 ; $104.479.000,00 ; $2.589.191.000,00 ; $1.940.318.000,00 ; 155.428.349,00 ; $60,48 ; $6.316.245.000,00 ; $-   ; $-   ;31.12.2023;7,06%;5,44%;13,67%;2,70;-2,33%;31,70%;1,54%;1,33;1,33;Industrials
2017;DOV UN Equity;US2600031080;Dover Corp;5,09;3,28;4,64;7,76;#N/A N/A;#N/A N/A;#N/A N/A;4,62;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3,00;#N/A N/A;5,98;#N/A N/A;5,70;3,26;10,00;6,52;8,46;8,89;9,50;9,37;6,97;9,49;10,00;8,52; $6.820.886.000,00 ; $1.090.164.000,00 ; $806.886.000,00 ; $875.815.000,00 ; $811.665.000,00 ; $10.658.359.000,00 ; $811.665.000,00 ; $4.383.180.000,00 ; $4.383.180.000,00 ; $2.986.702.000,00 ; $130.500.000,00 ; $2.790.147.000,00 ; $2.141.978.000,00 ; 154.823.393,00 ; $81,52 ; $6.275.179.000,00 ; $-   ; $-   ;31.12.2023;7,57%;7,81%;19,84%;2,56;0,39%;28,02%;1,91%;1,30;1,17;Industrials
2018;DOV UN Equity;US2600031080;Dover Corp;5,24;5,61;3,00;7,53;#N/A N/A;#N/A N/A;#N/A N/A;8,08;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3,00;#N/A N/A;3,00;#N/A N/A;5,73;3,42;10,00;7,73;7,93;7,40;7,59;9,36;6,97;9,49;10,00;7,70; $6.992.118.000,00 ; $1.125.692.000,00 ; $843.112.000,00 ; $725.378.000,00 ; $570.267.000,00 ; $8.365.771.000,00 ; $570.267.000,00 ; $2.768.666.000,00 ; $2.768.666.000,00 ; $2.943.660.000,00 ; $143.000.000,00 ; $2.503.754.000,00 ; $1.827.421.000,00 ; 144.916.542,00 ; $70,95 ; $5.597.105.000,00 ; $-   ; $-   ;31.12.2023;10,08%;6,00%;15,95%;3,01;2,51%;35,19%;2,05%;1,37;1,04;Industrials
2019;DOV UN Equity;US2600031080;Dover Corp;5,78;5,44;4,25;7,91;#N/A N/A;#N/A N/A;#N/A N/A;7,82;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;6,28;#N/A N/A;3,00;#N/A N/A;6,64;3,82;10,00;10,00;7,58;7,27;9,34;9,32;6,97;10,00;10,00;6,73; $7.136.397.000,00 ; $1.299.498.000,00 ; $974.894.000,00 ; $843.009.000,00 ; $677.918.000,00 ; $8.669.477.000,00 ; $677.918.000,00 ; $3.032.660.000,00 ; $3.032.660.000,00 ; $3.107.014.000,00 ; $141.000.000,00 ; $2.548.430.000,00 ; $1.749.891.000,00 ; 144.302.316,00 ; $115,26 ; $5.636.817.000,00 ; $-   ; $-   ;31.12.2023;11,25%;7,96%;23,37%;2,90;2,06%;35,84%;1,98%;1,46;1,07;Industrials
2020;DOV UN Equity;US2600031080;Dover Corp;5,20;4,84;3,46;7,65;#N/A N/A;#N/A N/A;#N/A N/A;6,92;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4,16;#N/A N/A;3,00;#N/A N/A;8,38;3,74;10,00;6,74;5,98;6,85;9,07;9,26;7,32;9,49;10,00;7,61; $6.683.760.000,00 ; $1.264.913.000,00 ; $932.987.000,00 ; $841.734.000,00 ; $683.451.000,00 ; $9.152.074.000,00 ; $683.451.000,00 ; $3.385.773.000,00 ; $3.385.773.000,00 ; $3.251.527.000,00 ; $142.100.000,00 ; $2.619.187.000,00 ; $1.738.798.000,00 ; 143.753.041,00 ; $126,25 ; $5.766.301.000,00 ; $-   ; $-   ;31.12.2023;10,19%;7,67%;21,30%;3,48;-6,34%;35,53%;2,13%;1,51;1,33;Industrials
2021;DOV UN Equity;US2600031080;Dover Corp;4,97;4,74;3,00;7,60;#N/A N/A;#N/A N/A;#N/A N/A;6,77;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3,00;#N/A N/A;3,00;#N/A N/A;7,38;4,78;10,00;6,92;4,76;7,39;9,16;9,09;7,32;9,49;10,00;7,36; $7.907.081.000,00 ; $1.626.028.000,00 ; $1.281.508.000,00 ; $1.400.826.000,00 ; $1.123.818.000,00 ; $10.403.627.000,00 ; $1.123.818.000,00 ; $4.189.528.000,00 ; $4.189.528.000,00 ; $3.159.929.000,00 ; $157.800.000,00 ; $3.061.709.000,00 ; $2.250.341.000,00 ; 144.045.685,00 ; $181,60 ; $6.214.099.000,00 ; $-   ; $-   ;31.12.2023;12,32%;11,49%;29,67%;3,11;18,30%;30,37%;2,00%;1,36;1,41;Industrials
2022;DOV UN Equity;US2600031080;Dover Corp;4,79;4,46;3,00;7,30;#N/A N/A;#N/A N/A;#N/A N/A;6,36;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3,00;#N/A N/A;3,00;#N/A N/A;6,73;4,63;10,00;6,54;4,40;7,28;9,14;7,74;7,32;9,49;10,00;7,72; $8.508.088.000,00 ; $1.740.296.000,00 ; $1.379.330.000,00 ; $1.287.505.000,00 ; $1.065.376.000,00 ; $10.896.519.000,00 ; $1.065.376.000,00 ; $4.286.366.000,00 ; $4.286.366.000,00 ; $3.114.443.000,00 ; $163.300.000,00 ; $3.423.465.000,00 ; $2.773.274.000,00 ; 139.698.485,00 ; $135,41 ; $6.610.153.000,00 ; $-   ; $-   ;31.12.2023;12,66%;10,00%;25,14%;2,34;7,60%;28,58%;1,92%;1,23;1,23;Industrials
2023;DOV UN Equity;US2600031080;Dover Corp;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A; $8.438.134.000,00 ; $1.742.471.000,00 ; $1.366.343.000,00 ; $1.270.006.000,00 ; $1.056.828.000,00 ; $11.348.513.000,00 ; $1.056.828.000,00 ; $5.106.605.000,00 ; $5.106.605.000,00 ; $3.170.639.000,00 ; $153.100.000,00 ; $3.390.235.000,00 ; $2.413.770.000,00 ; 139.896.263,00 ; $153,81 ; $6.241.908.000,00 ; $-   ; $-   ;31.12.2023;12,04%;9,50%;22,50%;2,79;-0,82%;27,94%;1,81%;1,40;1,03;Industrials
2015;DOW UN Equity;US2605571031;Dow Inc;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A; #N/A ; #N/A ; #N/A ; #N/A ; #N/A ; #N/A ; #N/A ; #N/A ; #N/A ; #N/A ; #N/A ; #N/A ; #N/A ; #N/A ; #N/A ; #N/A ; #N/A ; #N/A ;31.12.2023;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#N/A;#N/A N/A;Materials
2016;DOW UN Equity;US2605571031;Dow Inc;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A; $36.261.000.000,00 ; #N/A ; $1.290.000.000,00 ; $1.244.000.000,00 ; $1.414.000.000,00 ; #N/A ; $1.074.000.000,00 ; #N/A ; #N/A ; #N/A ; $745.000.000,00 ; #N/A ; #N/A ; #N/A ; #N/A ; #N/A ; #N/A ; #N/A ;31.12.2023;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;#WERT!;2,05%;#N/A;#N/A N/A;Materials
2017;DOW UN Equity;US2605571031;Dow Inc;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A; $43.730.000.000,00 ; $3.391.000.000,00 ; $845.000.000,00 ; $237.000.000,00 ; $465.000.000,00 ; #N/A ; $465.000.000,00 ; #N/A ; #N/A ; #N/A ; $803.000.000,00 ; #N/A ; #N/A ; #N/A ; #N/A ; #N/A ; #N/A ; #N/A ;31.12.2023;#WERT!;#WERT!;#WERT!;#WERT!;20,60%;#WERT!;1,84%;#N/A;#N/A N/A;Materials
2018;DOW UN Equity;US2605571031;Dow Inc;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A; $49.604.000.000,00 ; $6.988.000.000,00 ; $4.079.000.000,00 ; $3.749.000.000,00 ; $4.641.000.000,00 ; $83.699.000.000,00 ; $4.641.000.000,00 ; $32.483.000.000,00 ; $33.621.000.000,00 ; $19.253.000.000,00 ; $800.000.000,00 ; $39.370.000.000,00 ; $15.547.000.000,00 ; 743.212.100,00 ; #N/A ; $50.078.000.000,00 ; $-   ; $1.138.000.000,00 ;31.12.2023;4,87%;#WERT!;#WERT!;1,06;13,43%;23,00%;1,61%;2,53;#N/A N/A;Materials
2019;DOW UN Equity;US2605571031;Dow Inc;4,26;3,24;3,45;7,21;5,85;0,75;0,00;5,13;#N/A N/A;3,43;#N/A N/A;0,00;4,27;3,86;#N/A N/A;10,00;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;6,96;6,85;0,00;#N/A N/A;8,23;4,86;10,00;10,00;3,89;8,03;8,66;7,11;6,97;9,49;10,00;6,15; $42.951.000.000,00 ; $2.704.000.000,00 ; $-762.000.000,00 ; $-1.247.000.000,00 ; $-1.359.000.000,00 ; $60.524.000.000,00 ; $-1.359.000.000,00 ; $13.541.000.000,00 ; $14.094.000.000,00 ; $17.714.000.000,00 ; $765.000.000,00 ; $16.815.000.000,00 ; $10.679.000.000,00 ; 741.498.810,00 ; $54,73 ; $46.430.000.000,00 ; $-   ; $553.000.000,00 ;31.12.2023;-1,26%;-1,88%;-5,91%;1,39;-13,41%;29,27%;1,78%;1,57;1,77;Materials
2020;DOW UN Equity;US2605571031;Dow Inc;4,53;3,57;3,38;7,80;5,55;3,00;0,00;5,08;#N/A N/A;3,35;#N/A N/A;0,00;3,99;4,12;#N/A N/A;10,00;#N/A N/A;#N/A N/A;0,00;#N/A N/A;#N/A N/A;7,84;4,95;0,00;#N/A N/A;9,31;4,93;8,17;10,00;7,23;6,68;9,25;9,04;6,97;9,49;10,00;6,27; $38.542.000.000,00 ; $4.962.000.000,00 ; $1.609.000.000,00 ; $2.071.000.000,00 ; $1.225.000.000,00 ; $61.470.000.000,00 ; $1.225.000.000,00 ; $12.435.000.000,00 ; $13.005.000.000,00 ; $18.012.000.000,00 ; $768.000.000,00 ; $19.084.000.000,00 ; $11.108.000.000,00 ; 743.189.895,00 ; $55,50 ; $48.465.000.000,00 ; $-   ; $570.000.000,00 ;31.12.2023;2,62%;2,01%;9,43%;1,48;-10,27%;29,30%;1,99%;1,72;1,20;Materials
2021;DOW UN Equity;US2605571031;Dow Inc;5,22;4,28;4,55;7,76;5,88;3,00;4,07;5,46;#N/A N/A;3,96;#N/A N/A;0,00;4,12;4,35;#N/A N/A;10,00;#N/A N/A;#N/A N/A;10,00;#N/A N/A;#N/A N/A;8,61;4,97;1,00;#N/A N/A;7,33;4,86;8,17;10,00;8,89;7,38;8,94;9,04;6,97;9,49;10,00;6,69; $54.968.000.000,00 ; $11.211.000.000,00 ; $7.881.000.000,00 ; $8.145.000.000,00 ; $6.311.000.000,00 ; $62.990.000.000,00 ; $6.311.000.000,00 ; $18.165.000.000,00 ; $18.739.000.000,00 ; $15.429.000.000,00 ; $857.000.000,00 ; $20.848.000.000,00 ; $13.226.000.000,00 ; 735.215.309,00 ; $56,72 ; $44.251.000.000,00 ; $-   ; $574.000.000,00 ;31.12.2023;12,51%;10,14%;41,25%;1,37;42,62%;24,49%;1,56%;1,58;1,21;Materials
2022;DOW UN Equity;US2605571031;Dow Inc;5,73;5,02;4,99;7,86;5,68;3,00;5,92;5,14;#N/A N/A;8,13;#N/A N/A;0,00;3,72;2,73;#N/A N/A;10,00;#N/A N/A;#N/A N/A;10,00;#N/A N/A;#N/A N/A;8,40;7,75;1,00;#N/A N/A;6,73;5,82;8,17;9,98;9,54;8,11;8,87;8,95;6,97;10,00;10,00;6,58; $56.902.000.000,00 ; $8.729.000.000,00 ; $5.584.000.000,00 ; $6.090.000.000,00 ; $4.582.000.000,00 ; $60.603.000.000,00 ; $4.582.000.000,00 ; $20.718.000.000,00 ; $21.247.000.000,00 ; $15.695.000.000,00 ; $851.000.000,00 ; $20.477.000.000,00 ; $11.331.000.000,00 ; 704.879.920,00 ; $50,39 ; $39.356.000.000,00 ; $-   ; $529.000.000,00 ;31.12.2023;9,21%;7,41%;23,57%;1,24;3,52%;25,90%;1,50%;1,81;1,02;Materials
2023;DOW UN Equity;US2605571031;Dow Inc;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A; $44.622.000.000,00 ; $4.600.000.000,00 ; $1.572.000.000,00 ; $656.000.000,00 ; $589.000.000,00 ; $57.967.000.000,00 ; $578.000.000,00 ; $18.607.000.000,00 ; $19.108.000.000,00 ; $15.939.000.000,00 ; $829.000.000,00 ; $17.614.000.000,00 ; $9.957.000.000,00 ; 702.293.433,00 ; $54,84 ; $38.859.000.000,00 ; $-   ; $501.000.000,00 ;31.12.2023;2,71%;0,99%;2,94%;1,37;-21,58%;27,50%;1,86%;1,77;0,91;Materials
2015;DPZ UN Equity;US25754A2015;Domino's Pizza Inc;1,37;0,00;0,82;6,60;#N/A N/A;#N/A N/A;#N/A N/A;0,00;0,00;0,00;#N/A N/A;0,00;0,00;0,00;#N/A N/A;#N/A N/A;0,00;3,00;#N/A N/A;0,00;0,00;#N/A N/A;#N/A N/A;2,00;0,00;7,65;3,47;6,57;2,99;5,84;7,95;8,35;9,62;3,38;9,49;10,00;9,81; $2.216.528.000,00 ; $437.873.000,00 ; $405.439.000,00 ; $306.215.000,00 ; $192.789.000,00 ; $799.845.000,00 ; $192.789.000,00 ; $-1.800.251.000,00 ; $-1.800.251.000,00 ; $2.181.460.000,00 ; $-   ; $602.637.000,00 ; $375.983.000,00 ; 49.838.221,00 ; $111,25 ; $2.600.096.000,00 ; $-   ; $-   ;31.12.2023;50,69%;27,62%;#WERT!;24,83;11,17%;272,74%;0,00%;1,60;0,70;Consumer Discretionary
2016;DPZ UN Equity;US25754A2015;Domino's Pizza Inc;1,37;0,00;0,82;6,61;#N/A N/A;#N/A N/A;#N/A N/A;0,00;0,00;0,00;#N/A N/A;0,00;0,00;0,00;#N/A N/A;#N/A N/A;0,00;3,00;#N/A N/A;0,00;0,00;#N/A N/A;#N/A N/A;2,00;0,00;7,68;3,39;6,35;2,82;6,23;8,22;8,81;9,64;3,38;9,49;10,00;9,67; $2.472.628.000,00 ; $492.182.000,00 ; $454.042.000,00 ; $344.658.000,00 ; $214.678.000,00 ; $716.295.000,00 ; $214.678.000,00 ; $-1.883.143.000,00 ; $-1.883.143.000,00 ; $2.148.990.000,00 ; $-   ; $495.873.000,00 ; $403.698.000,00 ; 48.100.143,00 ; $159,24 ; $2.599.438.000,00 ; $-   ; $-   ;31.12.2023;63,39%;28,32%;#WERT!;26,89;11,55%;300,01%;0,00%;1,23;0,68;Consumer Discretionary
2017;DPZ UN Equity;US25754A2015;Domino's Pizza Inc;1,50;0,28;0,91;6,08;#N/A N/A;#N/A N/A;#N/A N/A;0,00;1,10;0,00;#N/A N/A;0,00;0,00;0,00;#N/A N/A;#N/A N/A;0,00;3,00;#N/A N/A;0,00;3,66;#N/A N/A;#N/A N/A;2,00;0,00;7,71;3,59;5,74;2,83;6,22;8,43;8,51;6,67;2,79;9,49;10,00;9,08; $2.787.979.000,00 ; $565.601.000,00 ; $521.232.000,00 ; $400.153.000,00 ; $277.905.000,00 ; $836.753.000,00 ; $277.905.000,00 ; $-2.735.384.000,00 ; $-2.735.384.000,00 ; $3.121.490.000,00 ; $-   ; $579.780.000,00 ; $398.285.000,00 ; 42.898.329,00 ; $188,96 ; $3.572.137.000,00 ; $-   ; $-   ;31.12.2023;62,29%;35,79%;#WERT!;22,03;12,75%;373,05%;0,00%;1,46;0,81;Consumer Discretionary
2018;DPZ UN Equity;US25754A2015;Domino's Pizza Inc;1,64;0,28;0,91;7,13;#N/A N/A;#N/A N/A;#N/A N/A;0,00;1,10;0,00;#N/A N/A;0,00;0,00;0,00;#N/A N/A;#N/A N/A;0,00;3,00;#N/A N/A;0,00;3,66;#N/A N/A;#N/A N/A;2,00;0,00;8,54;6,79;6,57;2,94;8,51;8,81;8,89;9,57;2,79;9,49;10,00;9,54; $3.432.867.000,00 ; $625.354.000,00 ; $571.689.000,00 ; $428.678.000,00 ; $361.972.000,00 ; $907.385.000,00 ; $361.972.000,00 ; $-3.039.921.000,00 ; $-3.039.921.000,00 ; $3.495.691.000,00 ; $-   ; $566.951.000,00 ; $379.743.000,00 ; 40.977.561,00 ; $247,99 ; $3.947.306.000,00 ; $-   ; $-   ;31.12.2023;63,00%;41,51%;#WERT!;19,99;23,13%;385,25%;0,00%;1,49;0,89;Consumer Discretionary
2019;DPZ UN Equity;US25754A2015;Domino's Pizza Inc;3,57;3,65;1,92;6,98;#N/A N/A;#N/A N/A;#N/A N/A;4,83;1,10;4,71;#N/A N/A;3,00;7,95;7,90;#N/A N/A;#N/A N/A;0,00;3,00;#N/A N/A;2,52;3,66;#N/A N/A;#N/A N/A;2,00;3,00;7,53;6,73;6,57;2,79;8,52;8,04;9,49;9,55;2,79;9,49;10,00;9,44; $3.618.774.000,00 ; $732.240.000,00 ; $629.407.000,00 ; $482.637.000,00 ; $400.709.000,00 ; $1.382.092.000,00 ; $400.709.000,00 ; $-3.415.759.000,00 ; $-3.415.759.000,00 ; $4.273.786.000,00 ; $-   ; $787.617.000,00 ; $453.831.000,00 ; 38.934.009,00 ; $293,78 ; $4.797.851.000,00 ; $-   ; $-   ;31.12.2023;45,54%;35,00%;#WERT!;13,23;5,42%;309,23%;0,00%;1,74;0,85;Consumer Discretionary
2020;DPZ UN Equity;US25754A2015;Domino's Pizza Inc;3,61;3,75;1,92;6,96;#N/A N/A;#N/A N/A;#N/A N/A;7,38;1,10;4,71;#N/A N/A;3,00;7,95;5,75;#N/A N/A;#N/A N/A;0,00;3,00;#N/A N/A;2,52;3,66;#N/A N/A;#N/A N/A;2,00;3,00;7,45;6,64;10,00;1,39;8,52;8,27;9,25;8,89;2,79;9,49;10,00;9,11; $4.117.411.000,00 ; $835.359.000,00 ; $725.642.000,00 ; $555.130.000,00 ; $491.296.000,00 ; $1.567.168.000,00 ; $491.296.000,00 ; $-3.300.405.000,00 ; $-3.300.405.000,00 ; $4.318.286.000,00 ; $-   ; $869.384.000,00 ; $470.819.000,00 ; 38.868.350,00 ; $383,46 ; $4.867.573.000,00 ; $-   ; $-   ;31.12.2023;46,30%;33,32%;#WERT!;17,10;13,78%;275,55%;0,00%;1,85;0,57;Consumer Discretionary
2021;DPZ UN Equity;US25754A2015;Domino's Pizza Inc;3,88;4,59;1,92;6,71;#N/A N/A;#N/A N/A;#N/A N/A;7,09;1,10;4,71;#N/A N/A;7,52;7,95;5,66;#N/A N/A;#N/A N/A;0,00;3,00;#N/A N/A;2,52;3,66;#N/A N/A;#N/A N/A;2,00;3,00;5,61;6,56;10,00;1,38;8,51;8,07;9,05;8,84;2,79;9,49;10,00;8,44; $4.357.373.000,00 ; $898.244.000,00 ; $780.408.000,00 ; $625.705.000,00 ; $510.467.000,00 ; $1.671.816.000,00 ; $510.467.000,00 ; $-4.209.536.000,00 ; $-4.209.536.000,00 ; $5.199.109.000,00 ; $-   ; $860.540.000,00 ; $590.741.000,00 ; 36.138.273,00 ; $564,33 ; $5.881.352.000,00 ; $-   ; $-   ;31.12.2023;46,68%;31,52%;#WERT!;15,72;5,83%;310,99%;0,00%;1,46;0,55;Consumer Discretionary
2022;DPZ UN Equity;US25754A2015;Domino's Pizza Inc;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A; $4.537.158.000,00 ; $895.215.000,00 ; $767.925.000,00 ; $572.833.000,00 ; $452.263.000,00 ; $1.602.221.000,00 ; $452.263.000,00 ; $-4.189.065.000,00 ; $-4.189.065.000,00 ; $5.162.664.000,00 ; $-   ; $790.654.000,00 ; $536.621.000,00 ; 35.419.718,00 ; $346,40 ; $5.791.286.000,00 ; $-   ; $-   ;31.12.2023;47,93%;27,63%;#WERT!;11,27;4,13%;322,22%;0,00%;1,47;0,60;Consumer Discretionary
